#n_pop	landscape_idx	replicate	t	entropy	haplotype_diversity	nucleotide_diversity	strains	n_maxima	n_minima	maximum	minimum	gamma	mean	var	fitness_wildtype	mean_phenotypic_distance	tg0	n0	tg1	n1	tg2	n2	tg3	n3	tg4	n4	tg5	n5	tg6	n6	tg7	n7	tg8	n8	tg9	n9
1000	0	0	83	0.8961298956903967	0.5342599999999998	0.5762180000000001	8	3	2	1.1875844240891607	0.6462834433256326	0.3312343607872578	0.7969407015648312	0.014634817336200312	0.8214806395310337	1.0980859796076081	18	539	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	84	0.8957306696803127	0.53658	0.5839920000000001	9	3	2	1.200470020714229	0.6442468538902868	0.3381760042513656	0.7968622402111833	0.014975599548385121	0.816096547364633	1.1116961377729213	27	2	18	528	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	85	0.8782834498506318	0.5334379999999999	0.579078	8	3	2	1.195048011388522	0.644111620459825	0.3359105516723346	0.7959385307344028	0.014827775795719922	0.8167944012571471	1.1112138256274477	27	3	18	531	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	86	0.908916563577953	0.5404279999999999	0.5946460000000001	8	3	2	1.197768796769113	0.6445300702296477	0.3367510204893733	0.7967401088895498	0.014899574421862183	0.8169981484708027	1.115133210405683	27	3	18	529	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	87	0.9014827843474869	0.5372480000000001	0.5841479999999998	8	3	2	1.2034316469411201	0.6442870952117267	0.3394808500851511	0.797334367274628	0.015059258188628966	0.8156622337641903	1.1132929627612682	27	2	18	525	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	88	0.9177944678285295	0.5386099999999998	0.587204	10	3	2	1.1924037259374836	0.645834136869853	0.33347239746528223	0.7972125819011234	0.01475446110167622	0.8199605333559503	1.107414345065092	27	2	18	531	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	89	0.8620082822289106	0.5243979999999998	0.5642360000000002	9	3	2	1.1822104260846187	0.6451860221840682	0.3299587959362353	0.7950962228803324	0.014505540945979445	0.8206501592967911	1.1037224335969738	27	3	18	549	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	90	0.870196788800353	0.5230239999999997	0.5691860000000001	8	3	3	1.166930413580479	0.6470287613608768	0.3236966521700917	0.7946374292562027	0.014193234752666206	0.8261305051432731	1.0987180284413443	27	5	16	401	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	91	0.8919022975278073	0.5327	0.582746	7	3	2	1.1848773948512232	0.6452491535004458	0.33092407928966733	0.7955473095318067	0.014568644223216465	0.8203015485066923	1.1111959323336948	27	5	18	539	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	92	0.8821832490407123	0.5270999999999998	0.5802540000000002	8	3	3	1.1679222476782518	0.646518905255537	0.324273926794413	0.7942909163281748	0.014207573490784609	0.8251581866239852	1.107408598035504	27	8	16	407	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	93	0.8440635308364681	0.5105339999999998	0.549556	9	3	3	1.1520685408577842	0.6495382464245772	0.3187419650504029	0.7948827276444155	0.013978221248377332	0.8325940179566979	1.0791629094597386	27	4	16	385	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	94	0.8523714185931253	0.5132339999999997	0.5631499999999999	8	3	3	1.1449126892642205	0.64954463193587	0.31732661284094377	0.7938418913496952	0.013880649511173737	0.8338071163580536	1.090746421198902	27	10	16	386	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	95	0.8560151915869392	0.5151299999999998	0.5690080000000001	9	3	3	1.1481042195627296	0.6487751436462849	0.31819912151844193	0.7935668708827902	0.013908396751142083	0.8320547744125437	1.0976643468481433	27	11	16	391	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	96	0.8648823311485502	0.5172439999999998	0.5865300000000001	9	3	3	1.1377721254022841	0.6491530948715919	0.3162510010707209	0.7924195931911291	0.013786255354736987	0.834388924464116	1.110144103364767	27	18	16	382	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
